Wall time,Step,Value
1571969447.199914,0,0.34824711084365845
1571969873.710776,1,0.29006853699684143
1571970241.699121,2,0.2617036700248718
1571970600.530375,3,0.2113356590270996
1571970953.427825,4,0.15584735572338104
1571971327.09979,5,0.12944386899471283
1571971705.796146,6,0.10998451709747314
1571972109.341423,7,0.07854446768760681
1571972544.972664,8,0.012188870459794998
1571973050.873281,9,0.0008148710476234555
1571973514.152483,10,0.0006864136666990817
1571973996.340378,11,0.0004809367237612605
1571974321.7286122,12,0.0
1571974644.6697652,13,0.0
1571974967.910321,14,0.0
1571975287.460753,15,0.0
1571975609.9761071,16,0.0
1571975931.413959,17,0.0
1571976257.917953,18,0.0
1571976580.429034,19,0.0
1571976902.027933,20,0.0
1571977226.3544462,21,0.0
1571977547.345973,22,0.0012087797513231635
1571977866.719546,23,0.0
1571978188.1518562,24,0.0
1571978510.265768,25,0.0
1571978831.7539,26,0.0
1571979152.8027048,27,0.0
1571979473.91591,28,0.0
1571979792.7003992,29,0.0
1571980094.298794,30,0.0
1571980395.538398,31,0.0
1571980696.5472481,32,0.0
1571980997.478886,33,0.0
1571981298.590553,34,0.0
1571981600.007473,35,0.0
1571981900.8711748,36,0.0
1571982201.305865,37,0.0
1571982502.515945,38,0.0
1571982803.8267431,39,0.0
1571983104.177269,40,0.0
1571983404.948122,41,0.0
1571983706.5615711,42,0.0
1571984008.145539,43,0.0
1571984310.027512,44,0.0
1571984611.857304,45,0.0
1571984912.54455,46,0.0
1571985214.455554,47,0.0
1571985515.753115,48,0.0
1571985816.821093,49,0.0
1571986118.5335329,50,0.0
1571986419.81293,51,0.0
1571986721.0556018,52,0.0
1571987022.286453,53,0.0
1571987321.902283,54,0.0
1571987621.765554,55,0.0
1571987921.514577,56,0.0
1571988221.428998,57,0.0
1571988521.7966988,58,0.0
1571988822.830475,59,0.0
1571989123.209544,60,0.0
1571989423.038027,61,0.0
1571989723.4203782,62,0.0
1571990023.720669,63,0.0
1571990323.444412,64,0.0
1571990622.9925451,65,0.0
1571990922.583543,66,0.0
1571991222.525109,67,0.0
1571991523.272384,68,0.0
1571991823.6308649,69,0.0
1571992124.744881,70,0.0
1571992424.7509491,71,0.0
1571992724.524385,72,0.0
1571993024.100325,73,0.0
1571993324.404928,74,0.0
1571993624.277566,75,0.0
1571993923.806378,76,0.0
1571994224.130121,77,0.0
1571994524.286752,78,0.0
1571994824.4604301,79,0.0012087797513231635
1571995123.32447,80,0.0
1571995422.657053,81,0.0012087797513231635
1571995721.3531399,82,0.0
1571996019.165992,83,0.0
1571996318.5317209,84,0.0
1571996618.528712,85,0.0
1571996917.7425332,86,0.0
1571997218.034681,87,0.0
1571997517.9370859,88,0.0
1571997818.4769878,89,0.0
1571998118.153871,90,0.0
1571998418.659738,91,0.0
1571998718.476587,92,0.0
1571999018.422722,93,0.0
1571999318.651807,94,0.0
1571999618.6631901,95,0.0
1571999918.4265862,96,0.0
1572000218.819669,97,0.0
1572000518.943254,98,0.0
1572000819.324641,99,0.0
1572001119.160553,100,0.0
1572001419.5283961,101,0.0
