Wall time,Step,Value
1571668568.599095,0,0.0463169664144516
1571701064.394262,0,0.04799143224954605
1571701351.594254,1,0.08055312186479568
1571701585.077204,2,0.22684243321418762
1571701808.332268,3,0.24552418291568756
1571702129.570202,4,0.24996833503246307
1571702386.108323,5,0.263960599899292
1571702659.776472,6,0.2834486663341522
1571702887.441229,7,0.29926398396492004
1571703121.153926,8,0.31299880146980286
1571703372.595118,9,0.32639607787132263
1571703614.722786,10,0.3359919786453247
1571703888.9371278,11,0.3423941135406494
1571704212.3115442,12,0.34849220514297485
1571704473.6926248,13,0.3514330983161926
1571704773.105626,14,0.3564355969429016
1571705085.1661398,15,0.3597499132156372
1571705352.588577,16,0.3627808690071106
1571705545.5178409,17,0.364458292722702
1571705763.823881,18,0.3652178943157196
1571705970.682131,19,0.366926908493042
1571706170.610317,20,0.36915135383605957
1571706353.619648,21,0.3667601943016052
1571706535.924486,22,0.36563441157341003
1571706844.742768,23,0.36929288506507874
1571707081.5292149,24,0.3677947521209717
1571707284.999321,25,0.36874184012413025
1571707486.2560372,26,0.37042340636253357
1571707692.816206,27,0.3693062663078308
1571707898.329555,28,0.36963385343551636
1571708101.054403,29,0.37169748544692993
1571708302.9180942,30,0.36847785115242004
1571708501.577536,31,0.37133464217185974
1571708702.0994549,32,0.36948534846305847
1571708906.414486,33,0.37045183777809143
1571709107.3520691,34,0.3692686855792999
1571709309.53536,35,0.3695183992385864
1571709511.5977569,36,0.3711039125919342
1571709714.376999,37,0.37093183398246765
1571709915.290668,38,0.3666604459285736
1571710116.015268,39,0.3682364225387573
1571710317.0475368,40,0.36993491649627686
1571710518.198693,41,0.36892953515052795
1571710721.559885,42,0.3700350821018219
1571710923.321245,43,0.3706607222557068
1571711125.045868,44,0.3702820837497711
1571711339.8532438,45,0.37099316716194153
1571711549.086505,46,0.3708736002445221
1571711748.804557,47,0.3725067377090454
1571711951.551546,48,0.3710932433605194
1571712152.649388,49,0.371500700712204
1571712354.022092,50,0.37148016691207886
1571712552.250537,51,0.37093856930732727
1571712755.6200829,52,0.37155449390411377
1571712956.4993029,53,0.37057361006736755
1571713158.023371,54,0.36972469091415405
1571713365.498614,55,0.3694618344306946
1571713569.506623,56,0.37092891335487366
1571713770.128789,57,0.37122154235839844
1571713975.3001652,58,0.37012770771980286
1571714179.282987,59,0.3709530234336853
1571714382.7589178,60,0.36911216378211975
1571714579.744361,61,0.3701636791229248
1571714762.117321,62,0.37089312076568604
