Wall time,Step,Value
1580002702.700095,42,0.09507561475038528
1580002702.711652,45,0.0941319540143013
1580002702.818562,71,0.08771790564060211
1580002702.909292,94,0.08358591794967651
1580002703.197952,158,0.07550293207168579
1580002703.233682,167,0.07463032007217407
1580002703.576279,229,0.06936744600534439
1580002703.605918,234,0.06899985671043396
1580002703.726909,255,0.06749570369720459
1580002703.8286238,273,0.06628824770450592
1580002704.00301,308,0.06410200148820877
1580002704.013063,310,0.06398241966962814
1580002704.050688,318,0.06351346522569656
1580002704.491704,421,0.05824238806962967
1580002704.6640892,460,0.05652570351958275
1580002704.722789,474,0.055939313024282455
1580002704.9849868,536,0.05355727672576904
1580002705.160394,579,0.052014563232660294
1580002705.1896188,586,0.051781266927719116
1580002705.406162,634,0.05023825168609619
1580002705.467614,647,0.04984300211071968
1580002705.564103,671,0.04913054406642914
1580002705.739666,714,0.04789970442652702
1580002705.771329,722,0.04767952859401703
1580002706.295649,771,0.046551574021577835
1580002706.351841,785,0.04627246409654617
1580002706.422732,802,0.04594092816114426
1580002706.449761,808,0.045825641602277756
1580002706.563911,836,0.045296259224414825
1580002707.018668,945,0.043315235525369644
1580002707.1301398,971,0.04286512732505798
1580002707.3336809,1014,0.04215710237622261
1580002707.547711,1066,0.04132374748587608
1580002707.7053251,1104,0.04073931276798248
1580002708.026016,1180,0.039611417800188065
1580002708.3602638,1261,0.03847604617476463
1580002708.5939782,1316,0.03774002194404602
1580002708.606457,1319,0.03770086169242859
1580002708.663978,1333,0.037515848875045776
1580002708.6810272,1337,0.037463102489709854
1580002708.895679,1385,0.0368686281144619
1580002708.9258292,1392,0.03678232431411743
1580002709.115395,1436,0.036243192851543427
1580002709.5672178,1466,0.03588990867137909
1580002709.82715,1523,0.0353914238512516
1580002709.952815,1552,0.03514746204018593
1580002710.0219688,1568,0.03501301631331444
1580002710.0907001,1584,0.03487928956747055
1580002710.339402,1640,0.03442918881773949
1580002710.561708,1691,0.03401200845837593
1580002710.639232,1709,0.03385871648788452
