Wall time,Step,Value
1579999278.2453089,42,0.03031850792467594
1579999278.3246899,45,0.02997717447578907
1579999279.0413818,71,0.027583591639995575
1579999279.666622,94,0.025963908061385155
1579999281.385728,158,0.02269781194627285
1579999281.628711,167,0.02233016863465309
1579999283.2823749,229,0.020159943029284477
1579999283.414208,234,0.0200028158724308
1579999283.973815,255,0.019366424530744553
1579999284.459247,273,0.018855497241020203
1579999285.392836,308,0.01792001537978649
1579999285.445487,310,0.017869405448436737
1579999285.657141,318,0.017668038606643677
1579999288.402698,421,0.01543534453958273
1579999289.440128,460,0.014717929065227509
1579999289.816022,474,0.01447148248553276
1579999291.470538,536,0.013455324806272984
1579999292.641927,579,0.012818791903555393
1579999292.826541,586,0.012718264013528824
1579999294.129962,634,0.012074445374310017
1579999294.475071,647,0.011910700239241123
1579999295.1123168,671,0.01161867007613182
1579999296.261447,714,0.011118067428469658
1579999296.4748318,722,0.011030962690711021
1579999300.6508749,771,0.010588757693767548
1579999301.701004,785,0.010479074902832508
1579999302.278798,802,0.010347675532102585
1579999302.440672,808,0.010303495451807976
1579999303.202441,836,0.010090901516377926
1579999306.161639,945,0.00933250691741705
1579999306.866459,971,0.009165603667497635
1579999308.019542,1014,0.008902693167328835
1579999309.417738,1066,0.008595478720963001
1579999310.435595,1104,0.008379213511943817
1579999312.494418,1180,0.0079654511064291
1579999314.665397,1261,0.0075669120997190475
1579999316.264003,1316,0.00730872992426157
1579999316.35647,1319,0.007295441348105669
1579999316.7725859,1333,0.007230161689221859
1579999316.878243,1337,0.007211211137473583
1579999318.3712509,1385,0.00700544286519289
1579999318.610292,1392,0.0069755627773702145
1579999320.044781,1436,0.006793246604502201
1579999321.101831,1466,0.006676406599581242
1579999322.84606,1523,0.0065229544416069984
1579999323.631648,1552,0.006450489163398743
1579999324.066883,1568,0.006411376409232616
1579999324.497039,1584,0.006374959833920002
1579999326.0085351,1640,0.006233725696802139
1579999327.383403,1691,0.006117758806794882
1579999327.867112,1709,0.006079302169382572
1579999328.1079412,1718,0.00605934951454401
1579999328.5357509,1734,0.006023244466632605
1579999328.615256,1737,0.00601670378819108
